nr.	cuiio	idno
1739	38189537	1003601007046
1740	38189595	1003600125361
1741	38189603	1003600119829
1742	38259433	1003604004231
1743	38262033	1002600034310
1744	38262731	1003600082053
1745	38262797	1003600008161
1746	38264428	1002600019357
1747	38265907	1002600039119
1748	38266462	1003600064790
1749	38267250	1003600091219
1750	38272899	1002600055881
1751	38272907	1017605002462
1752	38277661	1004601002576
1753	38284158	1003600015987
1754	38285152	1003602012005
1755	38286571	1002600019036
1756	38286648	1002600006414
1757	38287331	1002600042823
1758	38288015	1003600017682
1759	38288541	1002600024146
1760	38290035	1003600095996
1761	38304116	1003600093017
1762	38316131	1003609010701
1763	38316935	1003600095387
1764	38317136	1002604000720
1765	38324455	1003600081942
1766	38325093	1002600008119
1767	38325236	1003600005377
1768	38325644	1002600045732
1769	38327258	1003600047652
1770	38327651	1003600096513
1771	38328341	1003600045784
1772	38343412	1003600029757
1773	38343576	1002600006920
1774	38344392	1003600104155
1775	38344877	1003600056276
1776	38345144	1003600096683
1777	38345173	1003600031589
1778	38345888	1003600059749
1779	38345977	1003600131412
1780	38346052	1002600042889
1781	38346273	1003600007647
1782	38356165	1006602008465
1783	38359672	1002601003580
1784	38366519	1002600017700
1785	38366608	1002600013089
1786	38366643	1003600157678
1787	38367795	1003600060378
1788	38368659	1003600023124
1789	38370047	1003600111878
1790	38371650	1002600045396
1791	38390570	1003600166661
1792	38390707	1002600025707
1793	38390802	1003600079246
1794	38390943	1003600064837
1795	38391612	1003600137252
1796	38391983	1002600023404
1797	38392936	1007600064008
1798	38393864	1003600100216
1799	38394839	1003600078467
1800	38395047	1003600122360
1801	38395739	1002600055548
1802	38401753	1003601002650
1803	38401776	1003601007080
1804	38403433	1004600002801
1805	38403781	1003600024660
1806	38403806	1002600034376
1807	38404183	1002600045282
1808	38404237	1003600104878
1809	38405662	1003600020651
1810	38406503	1003600085478
1811	38406561	1003600016515
1812	38406880	1002600038422
1813	38407388	1003600048028
1814	38409358	1003602009438
1815	38412395	1004602000797
1816	38418943	1003600032014
1817	38418966	1004600013588
1818	38420348	1003600020617
1819	38420740	1003600101604
1820	38422181	1003600083887
1821	38422198	1002600017641
1822	38423128	1003600006503
1823	38423683	1002600023840
1824	38425222	1003600043207
1825	38425587	1002600016404
1826	38429728	1003600079763
1827	38446454	1003602035271
1828	38450533	1003602004835
1829	38459149	1004600002591
1830	38459899	1002602006267
1831	38464191	1002600035258
1832	38464245	1003600114673
1833	38468929	1002600040069
1834	38469018	1003600045706
1835	38469308	1002600052042
1836	38469707	1005600007179
1837	38469981	1002600017102
1838	38470369	1003600086291
1839	38473793	1007600050799
1840	38477762	1002601002376
1841	38503991	1004602003167
1842	38510850	1003600152525
1843	38512978	1002600044621
1844	38513392	1003600137218
1845	38513736	1002600046670
1846	38513908	1002600030574
1847	38514687	1002600043026
1848	38525389	1003600121743
1849	38529571	1003607003925
1850	38532700	1003600111890
1851	38534550	1003609006953
1852	38538742	1004600001572
1853	38538890	1003600080473
1854	38542689	1003602008774
1855	38544719	1002603001465
1856	38546167	1003600064217
1857	38546339	1002600047792
1858	38546724	1003600037709
1859	38548284	1002600024906
1860	38549355	1003602007515
1861	38552156	1004602002654
1862	38553196	1003611150253
1863	38556409	1003602009025
1864	38556757	1004602003787
1865	38560517	1004602002458
1866	38561528	1004606005387
1867	38563258	1002609001054
1868	38564426	1002600032453
1869	38564610	1003600072247
1870	38565940	1005600004260
1871	38568252	1003600042657
1872	38568269	1003600131227
1873	38568275	1003600033918
1874	38568281	1004600002926
1875	38568298	1002600001992
1876	38568306	1004600014013
1877	38568312	1002600046588
1878	38568329	1003600024785
1879	38568335	1003600084954
1880	38568341	1002600004177
1881	38568358	1003600039493
1882	38568364	1002600006458
1883	38568370	1003600022541
1884	38568387	1002600005668
1885	38568393	1003600009917
1886	38568418	1002600003815
1887	38568424	1003600106931
1888	38568430	1004600035115
1889	38568447	1003600152167
1890	38568453	1002600044632
1891	38568832	1002600023253
1892	38569240	1003600053655
1893	38569272	1004600009165
1894	38569777	1003600024741
1895	38569903	1002600005369
1896	38571774	1003600136613
1897	38572408	1003604005076
1898	38572420	1003600115094
1899	38574821	1002602000667
1900	38574979	1004600021460
1901	38578301	1002601001058
1902	38582269	1002600024308
1903	38583085	1003600045740
1904	38583429	1003600108979
1905	38583441	1002600033391
1906	38584156	1002600012059
1907	38584535	1003600102575
1908	38585747	1003600068776
1909	38587031	1002600007341
1910	38587539	1003600110398
1911	38588315	1003608002475
1912	38590107	1004602004739
1913	38590116	1004602009790
1914	38591506	1003607018161
1915	38593089	1004611003677
1916	38597621	1003600089627
1917	38600582	1002605000613
1918	38601647	1003604009546
1919	38602977	1003600159546
1920	38606107	1004604002278
1921	38606917	1003608002729
1922	38606998	1003608006071
1923	38607070	1003602006002
1924	38607153	1003605151475
1925	38610379	1003600060666
1926	38611249	1007600061306
1927	38613521	1003600054869
1928	38616076	1003605000643
1929	38616821	1003606005210
1930	38617341	3691741
1931	38618412	1002600019070
1932	38619682	1002600000087
1933	38620320	1003600013307
1934	38620768	1003600004727
1935	38620828	1002600024928
1936	38621223	1002600013872
1937	38621348	1003600067919
1938	38622135	1002611001358
1939	38622307	1002600028834
1940	38622974	1003600005791
1941	38623560	1003600030995
1942	38623761	1002600026092
1943	38624105	1023606007054
1944	38626943	1004611004995
1945	38629491	1003603000845
1946	38630011	1005602002112
1947	38635988	1002601000682
1948	38636025	3684748
1949	38636031	1023606005108
1950	38642008	1003600030906
1951	38642646	1003600079589
1952	38643019	1003600050791
1953	38643448	1002600042306
1954	38645395	1002600047091
1955	38645455	1003600126427
1956	38645679	1004600045688
1957	38645946	1002600023518
1958	38646153	1002600013746
1959	38647017	1002600035764
1960	38647046	1003600042037
1961	38647129	1003600109312
1962	38647566	1003600006570
1963	38647572	1003600114400
1964	38647879	1002600052156
1965	38647945	1004600015788
1966	38653012	1003603001543
1967	38653087	1003600044307
1968	38653609	1003602150994
1969	38655962	1003606001865
1970	38660012	1003600167381
1971	38666807	1002600031906
1972	38667592	1002600028030
1973	38667936	1003600077677
1974	38668806	1002600054286
1975	38669160	1002600010871
1976	38669332	1003600055729
1977	38670499	1003600056955
1978	38670944	1003600009685
1979	38671336	1002600031009
1980	38671903	1002600047932
1981	38674497	1003600032623
1982	38678934	1002605000772
1983	38678992	1003602009162
1984	38679035	1003605001064
1985	38682172	1004608001464
1986	38685578	1003602035031
1987	38686684	1002603000859
1988	38688200	1002611001060
1989	38688499	1003611003223
1990	38688522	1003611151021
1991	38690295	1003605008694
1992	38691455	1003604000118
1993	38691805	1003602010986
1994	38692070	1003611002640
1995	38692911	1003607011885
1996	38692986	1002609000747
1997	38694910	1004600074639
1998	38694933	1003600074399
1999	38694985	1002600016507
2000	38694991	1002600010985
2001	38697149	1003600080439
2002	38700065	1003600082709
2003	38700220	1002600038950
2004	38700484	1003600117881
2005	38700817	1002600000283
2006	38702437	1002600041251
2007	38702650	1003600023353
2008	38702785	1002600039500
2009	38702957	1004601000631
2010	38703491	1004600053607
2011	38703974	1002600018763
2012	38704152	1002600026623
2013	38704241	1002600048700
2014	38707469	1003608006299
2015	38708807	1003602010573
2016	38712996	1004604000229
2017	38715492	1004600033580
2018	38717953	1002604001244
2019	38720926	1003609010929
2020	38730480	1003600152385
2021	38731189	1003600012632
2022	38732591	1002600003424
2023	38734070	1003600060541
2024	38734354	1002600040564
2025	38734934	1002600040911
2026	38735017	1002600042292
2027	38735112	1003600137285
2028	38739877	1003602005739
2029	38740521	3961886
2030	38742000	1002602001804
2031	38744795	1003601006337
2032	38746506	1005606002660
2033	38747664	1003604012146
2034	38747948	1004607002132
2035	38748994	1003600053851
2036	38749479	1003600042004
2037	38750347	1003600132512
2038	38752027	1003603151563
2039	38752620	1003606011615
2040	38752642	1002606001374
2041	38753475	1004610000152
2042	38753570	1003605003404
2043	38753682	1004606001596
2044	38753736	1004602005817
2045	38753914	1003607000728
2046	38753920	1003606001290
2047	38754316	1002611000823
2048	38754569	1003611003935
2049	38754641	1003600111971
2050	38757958	1004600022674
2051	38758679	1004601001797
2052	38760311	1002601001335
2053	38762126	1003600022644
2054	38762741	1004600012259
2055	38763806	1003600052762
2056	38764970	1002600032899
2057	38765538	1003600045603
2058	38765751	1002600016758
2059	38766905	1002609000220
2060	38767098	1003609012026
2061	38768904	1003603152191
2062	38769588	1003608001906
2063	38769708	1004603006877
2064	38771361	1002600047068
2065	38776341	1002603002059
2066	38778765	1003602028857
2067	38778802	1005602001621
2068	38778848	1004607004778
2069	38778908	1003603003271
2070	38778914	1003603001462
2071	38778955	1003611003762
2072	38779026	1003608001102
2073	38779084	1004607005052
2074	38779173	1003603001901
2075	38779865	1002604001691
2076	38783861	1003606000064
2077	38784599	1003604003533
2078	38785067	1004608000283
2079	38785133	1003604007977
2080	38785541	1003605010183
2081	38789027	1003611003625
2082	38790358	1003604003762
2083	38790660	1003606009838
2084	38790944	1003608005052
2085	38792937	1003607002803
2086	38794511	1003604009557
2087	38794557	1003604001942
2088	38794758	1005604007085
2089	38795568	1005605002319
2090	38797515	1003600106115
2091	38798087	1002600050370
2092	38798302	1002600000803
2093	38798383	1003600083555
2094	38799543	1002600026760
2095	38800482	1002600017825
2096	38801139	1003600042484
2097	38804787	1004607002062
2098	38807113	1003600109105
2099	38807122	1003602005072
2100	38813548	1003603004784
2101	38813970	1003604003614
2102	38815897	1003609004188
2103	38818080	1003602002864
2104	38819659	1003607000223
2105	38820450	1003601006359
2106	38820740	1008609004127
2107	38822093	1003609010837
2108	38823039	1003600101899
2109	38823112	1003608005236
2110	38823402	1002602001653
2111	38823796	1002610000099
2112	38823885	1002602004920
2113	38824318	1003609008902
2114	38824531	1003600170109
2115	38824933	1003608004974
2116	38825683	1002606001282
2117	38825714	1003600035967
2118	38826346	1002600024009
2119	38826553	1003600042875
2120	38828090	1002600054921
2121	38828233	1004600012455
2122	38828537	1003600050931
2123	38828670	1003600026745
2124	38829155	1003600051891
2125	38829190	1003600098779
2126	38830023	1003600089188
2127	38830046	1003600045326
2128	38830253	1003600078021
2129	38830299	1003600050377
2130	38830968	1004600005064
2131	38831726	1004600040339
2132	38840292	1002600042694
2133	38840582	1003600069083
2134	38841529	1002606001330
2135	38842581	1003606012287
2136	38843333	1003606011534
2137	38845253	1003602010610
2138	38845384	1003602014825
2139	38845390	1003602014847
2140	38845415	1003602013105
2141	38845970	1003603010558
2142	38846662	1003604002503
2143	38852220	1003602007353
2144	38852314	1003609000397
2145	38855402	1011608000489
2146	38856749	1003600166122
2147	38857772	1003608001951
2148	38858530	1004602001794
2149	38858671	1002609002154
2150	38858814	1002600008359
2151	38858820	1003602018672
2152	38861006	1003602007537
2153	38861265	1003603006180
2154	38861294	1003600124124
2155	38861555	1003604003810
2156	38861845	1003604000222
2157	38861868	1003604006981
2158	38861992	1004604002669
2159	38862193	1003600071952
2160	38862537	1003600102298
2161	38865837	1003600000213
2162	38866179	1003600002206
2163	38866363	1003600035624
2164	38866995	1005609000081
2165	38868636	1003600004196
2166	38868646	1003600169190
2167	38871766	1002600033818
2168	38872056	1004600003495
2169	38872174	1003600092375
2170	38872990	1003600036551
2171	38873127	1003600042613
2172	38873191	1003600026789
2173	38873206	1002600037300
2174	38873297	1003600033974
2175	38874121	1003602021261
2176	38874411	1002602001295
2177	38877935	1003605002935
2178	38878679	1002605001034
2179	38881598	1003600009342
2180	38883321	1003600027225
2181	38884295	1002600046485
2182	38884361	1003600039415
2183	38884473	1003600093578
2184	38884817	1002600000397
2185	38885219	1003600024394
2186	38885573	1002600033966
2187	38886035	1003608004516
2188	38886466	1002600041044
2189	38887678	1002600006621
2190	38887796	1003602002004
2191	38888100	1003611007704
2192	38889453	1003600107558
2193	38889499	1003602029658
2194	38889855	1003602150710
2195	38890002	1003611150149
2196	38890137	1003601006991
2197	38890930	1003600079154
2198	38891734	1004600057627
2199	38891958	1006600047745
2200	38892202	1003608001766
2201	38892320	1003608002534
2202	38892413	1003608001238
2203	38892550	1003608000839
2204	38893420	1003611008136
2205	38893779	1003611150286
2206	38898311	1004600011241
2207	38898618	1002600045499
2208	38898883	1003600043229
2209	38899109	1004600026018
2210	38899115	1002600030013
2211	38899316	1002600009851
2212	38899865	1003600006695
2213	38900462	1003600058878
2214	38901697	1003600104971
2215	38901763	1002600041594
2216	38901929	1003600104133
2217	38902538	1003600010812
2218	38902567	1003600055291
2219	38902768	1002600023194
2220	38903420	1003600044662
2221	38904069	1003607005206
2222	38904454	7694842
2223	38904477	1003607001747
2224	38908937	1003606010962
2225	38909397	1004606000164
2226	38909894	1003606000891
2227	38909960	1003606000547
2228	38910213	1006600014718
2229	38910495	1003600030375
2230	38910532	1003600049472
2231	38911046	1003600012609
2232	38911307	1003600026332
2233	38911454	1003600021120
2234	38911767	1002600054493
2235	38911787	1003600008677
2236	38911951	1004600012329
2237	38912034	1002600048696
2238	38912139	1002600015175
2239	38912264	1003600110309
2240	38912293	1006600051009
2241	38912519	1003600003797
2242	38912910	1002600035432
2243	38914107	1002600017397
2244	38914464	1003600044215
2245	38914501	1002600046821
2246	38915274	1003600134099
2247	38915630	1002600045798
2248	38915682	1003600020547
2249	38916339	1002600015762
2250	38916486	1003600040701
2251	38916836	1003600049911
2252	38917238	1003600094036
2253	38918108	1002600056486
2254	38918114	1003600042923
2255	38918315	1003600068477
2256	38918382	1003600068592
2257	38920000	1003600166904
2258	38920111	1003600160245
2259	38920200	1002600042340
2260	38920588	1002600048205
2261	38920594	1002600048227
2262	38920631	1003600054537
2263	38920751	1003600045197
2264	38920878	1003600058638
2265	38921056	1003600016803
2266	38921139	1003600135465
2267	38921240	1003600080554
2268	38921518	1003600049139
2269	38921725	1003600163567
2270	38921820	1002600041066
2271	38923635	1002604001451
2272	38923641	1003602032557
2273	38923919	1003604008686
2274	38923977	1003600035392
2275	38924209	1003600015769
2276	38924451	1003602008154
2277	38924468	1003602008280
2278	38924528	1003602009863
2279	38924646	1002603000930
2280	38924675	1004607006196
2281	38924770	1004601003067
2282	38925315	1003601001723
2283	38925858	1002605000705
2284	38925901	1002605001908
2285	38925982	1004608000423
2286	38926450	1004604004548
2287	38926645	1003608000426
2288	38927292	1002606002094
2289	38927538	1002602001789
2290	38927870	1003607000706
2291	38928437	1003605003264
2292	38928443	1002601001966
2293	38928578	1004601001731
2294	38929098	1003604002466
2295	38929282	1003604002215
2296	38929566	1003602020611
2297	38929773	1003604003681
2298	38929891	16204444
2299	38930013	1003605001075
2300	38930049	1004605002806
2301	38930262	1003607001817
2302	38933705	1003602033864
2303	38933941	1003607150933
2304	38934171	1002600011797
2305	38934188	1003600023113
2306	38934231	1004600009408
2307	38934573	1003600012344
2308	38934582	1003600107189
2309	38935087	1004600043536
2310	38935963	1003600075215
2311	38936253	1002600018888
2312	38936402	1003600019697
2313	38936419	1003600168573
2314	38936514	1003600009962
2315	38936780	1003600169123
2316	38936862	1003600127099
2317	38937146	1003600162777
2318	38937761	1003600028163
2319	38938507	1002600046267
2320	38938588	1003600101006
2321	38939205	1002600020193
2322	38939263	1002600030172
2323	38939837	1003600018863
2324	38943342	1002601003214
2325	38944293	1003604010496
2326	38944755	1003602013161
2327	38944880	1003608001814
2328	38945594	1003602015419
2329	38945819	1003602005603
2330	38945950	1003602017882
2331	38946085	1002600014352
2332	38946091	1003600017338
2333	38946317	1003600011680
2334	38946582	1003600162733
2335	38946990	1003600157966
2336	38947162	1003600132970
2337	38947593	1003600021577
2338	38948693	1003600013226
2339	38949103	1003600099558
2340	38949126	1002600029107
2341	38950218	1003600053884
2342	38950230	1004600000313
2343	38950365	1003600028347
2344	38950520	1003600007658
2345	38950974	1002600037919
2346	38951057	1003600156084
2347	38951465	1002600013333
2348	38951761	1003600011576
2349	38951790	1003600040664
2350	38951962	1003600010476
2351	38952217	1003600044846
2352	38952696	1002600008038
2353	38952855	1002600024098
2354	38953145	1003600093280
2355	38953547	1003600012584
2356	38953754	1003600043078
2357	38953926	1002600056224
2358	38954328	1003600040343
2359	38954363	1003600115371
2360	38954564	1002600048951
2361	38954570	1004600005031
2362	38954920	1002600040368
2363	38955180	1003600084655
2364	38955368	1003600043768
2365	38955581	1003600050883
2366	38955859	1003600034753
2367	38956043	1003602004824
2368	38956422	1003602005083
2369	38956787	1003604005397
2370	38956824	1003602008073
2371	38956830	1003602015992
2372	38957887	1003608000035
2373	38957893	1003602007021
2374	38957924	1003602019314
2375	38958243	1003602011400
2376	38958317	1004605001809
2377	38958473	1003602008730
2378	38958562	1003608003025
2379	38958728	1003609000021
2380	38959484	1003604151869
2381	38959538	1003604014184
2382	38959691	1003605003002
2383	38960180	1004603000347
2384	38960872	1003600074067
2385	38961015	1003602005485
2386	38961179	1004600065484
2387	38961222	1004608001316
2388	38961297	1002605000761
2389	38961305	1003600108197
2390	38961446	1002607000558
2391	38961452	1003607003187
2392	38961593	1003608006093
2393	38961788	1002608000393
2394	38962836	1002600024674
2395	38963178	1002600002678
2396	38963356	1003600040712
2397	38963451	1003600123057
2398	38963540	1003600162755
2399	38963617	1003600089591
2400	38963623	1002600040678
2401	38963639	1003600165435
2402	38963646	1003600165354
2403	38963675	1003600120850
2404	38963801	1004600005466
2405	38964373	1003600012540
2406	38965088	1002600040933
2407	38965332	19238018
2408	38965355	1003611005559
2409	38965409	1002600038411
2410	38965697	1002600025143
2411	38965823	1002600056361
2412	38966581	1003600029551
2413	38966981	1003600126726
2414	38967124	1002600031869
2415	38967532	1003600035277
2416	38968069	1004600001217
2417	38968266	1003600014728
2418	38968678	1003600028233
2419	38968879	1004600006164
2420	38969034	1003600094058
2421	38969689	1003600046493
2422	38970333	1009600044826
2423	38970379	1003600089878
2424	38970681	1003600040631
2425	38970764	1003600045625
2426	38970988	1002600049235
2427	38970994	1003600115854
2428	38971048	1003600080543
2429	38971278	1002600018121
2430	38971315	1003600021887
2431	38972160	1004600013496
2432	38972332	1002600034170
2433	38972484	1003600005872
2434	38972585	1003600063830
2435	38973610	1003600037846
2436	38973751	1002600010206
2437	38973871	1002600028111
2438	38973998	1003600058904
2439	38974035	1003600038119
2440	38974093	1003600136886
2441	38974963	1003600005148
2442	38975129	1003600057789
2443	38975431	1003600043252
2444	38975833	1003600133405
2445	38976206	1002600054998
2446	38976229	1003600089096
2447	38976689	1003600000567
2448	38976790	1002600046027
2449	38977460	1003600074160
2450	38977482	1004600066436
2451	38978292	1003600162917
2452	38978317	1002600002542
2453	38978323	1003600058395
2454	38978346	1003600003638
2455	38978429	1003600009504
2456	38978493	1002600049383
2457	38978694	1004600001136
2458	38979067	1003608000998
2459	38979498	1002600024087
2460	38979771	1003600017925
2461	38980001	1003600085397
2462	38980047	1002600054839
2463	38980188	1012600001845
2464	38982323	1003600100205
2465	38982425	1003600119210
2466	38982603	1004600006647
2467	38982879	1006601000956
2468	38983407	1004600034554
2469	38983471	1003600082400
2470	38983933	1002600037193
2471	38984008	1003600005643
2472	38984045	1002600004155
2473	38984140	1003600114226
2474	38984223	1004600001446
2475	38984654	1004600001804
2476	38984878	1003600124847
2477	38985091	1003600000246
2478	38985122	1003600160005
2479	38985406	1003600005274
2480	38985719	1002600035122
2481	38985754	1003600050218
2482	38985895	1003600098023
2483	38986162	1003603002229
2484	38986498	1003605007491
2485	38987084	1003605001754
2486	38987150	1003602015796
2487	38987204	1003610000111
2488	38987233	1003609002162
2489	38987397	1003607002515
2490	38987842	1003609001394
2491	38988238	1003600159867
2492	38988304	1003606013549
2493	38988333	1003609009828
2494	38988729	1002607000536
2495	38989031	1003601001332
2496	38989964	1002601001195
2497	38990011	1003605002463
2498	38990130	1003611005582
2499	38990152	1003611001322
2500	38990175	1003611001311
2501	38990369	1003605002371
2502	38990382	1003607008964
2503	38990407	1003607004461
2504	38990488	1004607000840
2505	38990784	1002605001160
2506	38991542	1004603001296
2507	38991619	1003605007620
2508	38991683	1002602006212
2509	38991691	1003602007973
2510	38991708	1002602000863
2511	38991743	1003602014065
2512	38991855	1002605001470
2513	38993133	1008603003922
2514	38993274	1003608002431
2515	38993452	1006600046058
2516	38993908	1004607002729
2517	38994121	1003605001813
2518	38994517	1005603004353
2519	38994948	1005611001843
2520	38994954	1005609004919
2521	38995244	1003608005812
2522	38995409	1002609001375
2523	38995557	1003608003450
2524	38995936	1003607000038
2525	38996628	1003600154312
2526	38996634	1003604013604
2527	38997088	1003602003517
2528	38997361	1002600007950
2529	38997390	1003607004771
2530	38998521	1003606000075
2531	38998751	1003606012601
2532	38998768	1003606006402
2533	38998874	1004602003617
2534	38998923	1003602001591
2535	38999029	1003602018111
2536	38999087	1003602009494
2537	38999288	1003603001141
2538	38999472	1003603004625
2539	39031330	1013620012945
2540	39043362	1015620005673
2541	39043497	1015620005868
2542	39045378	1016620000181
2543	39050267	1016620005681
2544	39050706	1016620006150
2545	39052881	1017620001325
2546	39053975	1017620002562
2547	39063040	44638023
2548	39063235	1018620005412
2549	39083611	30140002252
2550	40000257	1003600009799
2551	40000518	1004600003967
2552	40000524	1003600063173
2553	40000688	1002600001143
2554	40000808	1002600023068
2555	40001096	1002600036277
2556	40001110	1003600080381
2557	40001202	1002600000102
2558	40001340	1002600047161
2559	40001386	1002600032084
2560	40001943	1003600007083
2561	40002012	1003600155803
2562	40002032	1003600000796
2563	40002061	1005600018410
2564	40002316	1002600027789
2565	40002351	1002600024814
2566	40002405	1003600048316
2567	40002764	1002600014732
2568	40003161	1002600044528
2569	40003445	1003600022493
2570	40003652	1003600110686
2571	40004491	1004600043008
2572	40004918	1003600001830
2573	40005220	1003600107754
2574	40005929	1002604000454
2575	40005993	1006604000614
2576	40006656	1003611004932
2577	40006917	1002602004539
2578	40007041	1004602003710
2579	40007118	1003602022925
2580	40007259	1003606007579
2581	40008112	1007604007403
2582	40008566	1002602000047
2583	40008750	1002606000311
2584	40009241	1002611001314
2585	40009301	1002611001473
2586	40010646	1002603001063
2587	40010652	1002603001074
2588	40011315	1003600039389
2589	40011427	1002600011373
2590	40011516	1002600021330
2591	40011522	1004600024106
2592	40011739	1004600000070
2593	40011812	1002600045684
2594	40011841	1003600098573
2595	40012177	1002600015382
2596	40012220	1003600019457
2597	40012310	1003600008622
2598	40012378	1002600049187
2599	40012763	1004600038666
2600	40012898	1003600056058
2601	40013165	1004600011252
2602	40013478	1002600022429
2603	40014182	1002600004476
2604	40014503	1002600004513
2605	40014681	1002600002715
2606	40014727	1002600001475
2607	40014868	1002600002955
2608	40015327	1002600006126
2609	40015359	1002600003745
2610	40015394	1002600004694
2611	40015556	1002600004948
2612	40015750	1002600007329
2613	40015939	1002600008935
2614	40016137	1002600009585
2615	40016152	1002600009541
2616	40016301	1002600010480
2617	40016353	1002600010332
2618	40016399	1002600009323
2619	40016595	1002600008588
2620	40016608	1002600010538
2621	40016620	1002600009714
2622	40016904	1002600009390
2623	40017045	1002600011834
2624	40017080	1002600014400
2625	40017111	1002600013702
2626	40017795	1002600016666
2627	40018116	1002600018855
2628	40018323	1002600018693
2629	40018441	1002600018729
2630	40018599	1002600021466
2631	40018903	1002600022588
2632	40019015	1002600025073
2633	40019239	1002600025305
2634	40019417	1002600026243
2635	40019653	1002600027240
2636	40020024	1002600030873
2637	40020030	1002600029967
2638	40020202	1002600028432
2639	40020649	1002600033829
2640	40021377	1002600037182
2641	40021495	1003600038625
2642	40022141	1002602004573
2643	40022164	1002602005204
2644	40022498	1003604001218
2645	40022684	1003606000248
2646	40023057	1003611000174
2647	40023554	1003609000331
2648	40024039	1002605001779
2649	40024045	1002605001816
2650	40024246	1003605000182
2651	40024766	1003602003034
2652	40024826	1003602004237
2653	40025047	1003611000750
2654	40025381	1003605001097
2655	40025843	1003606002677
2656	40026067	1003609001095
2657	40026995	1003603002388
2658	40027262	1023607006168
2659	40027517	1003607001002
2660	40027523	1003607000991
2661	40027606	1003607001297
2662	40028155	1003607001921
2663	40028422	1003605002418
2664	40028505	1003605002913
2665	40029060	1003603004441
2666	40029077	1003603004393
2667	40029309	1003611002499
2668	40029539	1003602009014
2669	40029887	1003604004921
2670	40030011	1003602010344
2671	40030620	1003605003231
2672	40030749	1003605003769
2673	40031890	1003602013389
2674	40032139	1003602014146
2675	40032337	1023603007961
2676	40032346	1003603005655
2677	40032530	1002600037861
2678	40032620	1002600042638
2679	40032932	1002600045190
2680	40033021	1002600046131
2681	40033127	1002600043521
2682	40033587	1002600050864
2683	40034457	1003600001472
2684	40034534	1003600002284
2685	40034575	1003600001737
2686	40034687	1003600003351
2687	40035072	1003600004015
2688	40035115	1003600004657
2689	40035445	1003600005654
2690	40035853	1003600009010
2691	40035942	1003600009065
2692	40036309	1003600011222
2693	40036448	1003600010203
2694	40037533	1003600017615
2695	40037668	1003600015884
2696	40038136	1002601003487
2697	40038544	1002601004358
2698	40039029	1003601000508
2699	40039153	1003600012517
2700	40039710	1003601001929
2701	40039911	1003601002384
2702	40040328	9540674
2703	40040475	1023601000050
2704	40041018	1003601003912
2705	40041641	1003601004849
2706	40042221	1007602013413
2707	40042474	1003601006511
2708	40048620	1003600018737
2709	40048732	1003600016641
2710	40048867	1003600016629
2711	40049111	1003600019505
2712	40049140	1003600017729
2713	40049826	1003600022839
2714	40050261	1003600027096
2715	40050290	1003600025771
2716	40050309	1003600017637
2717	40051415	1003600032128
2718	40051591	1003600032759
2719	40051734	1003600033697
2720	40051786	1003600030607
2721	40052159	1003600035440
2722	40052165	1003600035750
2723	40052419	1003600034568
2724	40052478	1003600035037
2725	40052751	1003600037640
2726	40052768	1003600036986
2727	40052805	1003600037802
2728	40053207	1003600038407
2729	40053414	1003600040479
2730	40053526	1003600038201
2731	40053868	1003600043126
2732	40054000	1003600041638
2733	40054098	1003600043827
2734	40054158	1003600041731
2735	40054230	1003600043137
2736	40054431	1003600043458
2737	40054595	1003600045887
2738	40054684	1003600042912
2739	40054968	1003600045957
2740	40055206	1003600054054
2741	40055353	1003600046910
2742	40055376	1003600046895
2743	40055838	1003600049391
2744	40056631	1003600050757
2745	40056654	1003600053091
2746	40056677	1003600053518
2747	40056743	1003600051972
2748	40057607	1003600056313
2749	40057949	1003600057572
2750	40057955	1003600056782
2751	40058021	1003600057468
2752	40058771	1003600060127
2753	40059189	1004608000685
2754	40059285	1004608000870
2755	40059368	1004608000995
2756	40059517	1004611000540
2757	40059606	1004611001020
2758	40059641	1004611001031
2759	40060130	1003604006028
2760	40060331	1003607003372
2761	40060822	1003608004480
2762	40061230	1003603006320
2763	40061307	1003603004728
2764	40061566	1003607010648
2765	40061595	1003607010752
2766	40062726	1003609009493
2767	40062880	1003609010262
2768	40063252	1003606010021
2769	40063387	1003602018524
2770	40063507	1003602018683
2771	40064234	1003604009915
2772	40064346	1003604010854
2773	40064429	1003604011404
2774	40064464	1003604011806
2775	40065009	1003602021010
2776	40065021	1003602021102
2777	40065185	1003609010952
2778	40065469	1003600061179
2779	40065475	1003600042428
2780	40065624	1003600061342
2781	40065794	1003600061364
2782	40066032	1003600063346
2783	40066121	1003600063520
2784	40066492	1003600063933
2785	40066606	1003600065063
2786	40066635	1003600065292
2787	40066865	1003600065719
2788	40067072	1003600065937
2789	40067132	1003600067470
2790	40067735	1003600071859
2791	40067741	1003600069795
2792	40067866	1003600072281
2793	40068309	1003600075053
2794	40068447	1003600071963
2795	40068539	1003600073200
2796	40068781	1003600077220
2797	40068947	1003600077943
2798	40069071	1003600075466
2799	40069125	1003600078250
2800	40069237	1003600079132
2801	40069504	1003600079110
2802	40069605	1003600078179
2803	40069786	1003600080897
2804	40069792	1003600081300
2805	40070080	1003600080392
2806	40070341	1003600082101
2807	40070393	1003600083256
2808	40070542	1003600083670
2809	40070909	1003600072948
2810	40071961	1003610002698
2811	40072469	1003600086844
2812	40073457	1003600094519
2813	40074155	1003600104650
2814	40074296	1003611010131
2815	40075054	1003600120621
